issue,title,primary finding,validator comment,status,root cause (URL),size,id-temp,primary-temp,su
validation-113,Caller can steal royalty fees and rounding errors in `CuratorRewardsDistributor::distribute()`,findings-27,it is not dust,Satisfactory,,,113,1027,S
validation-114,Users will overpay for minting due to double counting of `mintFee_` (`PhiRewards::handleRewardsAndGetValueSent`),validation-114,invalid,Unsatisfactory,,,114,,U
validation-115,"Malicious User Can Mint Multiple Times for the Same Art, Bypassing Intended Restrictions (`PhiFactory::_validateAndUpdateClaimState`)",validation-115,invalid,Unsatisfactory,,,115,,U
validation-116,Incorrect Fee Distribution will lead to Financial Loss for Art Creators (`PhiFactory::_processClaim`),validation-116,invalid,Unsatisfactory,,,116,,U
validation-117,Attacker can bypass signature verification to mint unauthorized NFTs (PhiFactory::signatureClaim),validation-117,invalid,Unsatisfactory,,,117,,U
validation-118,Inconsistent State Management in `Cred::_removeCredIdPerAddress()` Can Lead to Incorrect User Holdings,validation-118,invalid,Unsatisfactory,,,118,,U
validation-12,Claimants can lose all their additional rewards,validation-12,no impact,Unsatisfactory,,,12,,U
validation-120,Attacker can drain funds and manipulate share balances through reentrancy in `Cred::buyShareCred()` and `Cred::sellShareCred()`,validation-120,insufficient quality but worth checking,Satisfactory,,,120,120,S
validation-121,Bypassing `SHARE_LOCK_PERIOD` allows rapid trading and market manipulation (Cred::_handleTrade),validation-121,insufficient quality,Unsatisfactory,,,121,,U
validation-122,Inconsistent State Management in `Cred` Contract Can Lead to Incorrect Reporting of Curator Holdings (Cred::_handleTrade and Cred::_updateCuratorShareBalance),validation-122,invalid,Unsatisfactory,,,122,,U
validation-123,Incorrect Initial Share Assignment in `createCred` Function Will Lead to Misallocation of Shares (Cred::createCred),validation-123,invalid,Unsatisfactory,,,123,,U
validation-124,Wrong visibility in Cred.sol::_removeCredIdPerAddress() function can prevent users to sell their shares,findings-51,visibility,Satisfactory,,,124,1051,S
validation-125,Unchecked Return Value in External Call to CuratorRewardsDistributor,validation-125,invalid,Unsatisfactory,,,125,,U
validation-126,Unchecked Return Value of Low-Level Call Leading to Potential Data Inconsistency,validation-126,invalid,Unsatisfactory,,,126,,U
validation-128,abi.encodePacked()` should not be used with dynamic types when passing the result to a hash function such as `keccak256()`,validation-128,no impact,Unsatisfactory,,,128,,U
validation-129,Incorrect refund calculation in `batchBuyShareCred` function will result in loss of funds for users,validation-129,invalid,Unsatisfactory,,,129,,U
validation-13,Users can not claim art reward if the recipient is a contract,validation-577,smart contract wallet,Satisfactory,,,13,577,S
validation-130,Protocol will lose protocol fees on cred creation,validation-130,invalid,Unsatisfactory,,,130,,U
validation-131,Signature replay in `createArt` allows to impersonate artist and steal royalties,validation-131,replay & lack of validation,Satisfactory,,,131,131,S
validation-132,"Looping Through credIds Array to Check for Duplicates in _validateAndCalculateBatch Function is a Potential DoS Vector, Increasing Gas Costs for Larger Batches",validation-369,no impact,Unsatisfactory,,,132,369,U
validation-133,Incorrect refund calculation in `batchBuyShareCred` function will lead to loss of funds for the contract,validation-133,invalid,Unsatisfactory,,,133,,U
validation-134,Remove immutable Keyword and Change to constant for Upgradeable Contract Support,validation-134,qa,Satisfactory,,,134,134,S
validation-135,Users will lose funds due to excess `msg.value` not being refunded in `batchBuyShareCred`,validation-135,invalid,Unsatisfactory,,,135,,U
validation-136,The SHARE_LOCK_PERIOD check can be bypassed by `re-entrancy` vulnerability in the function `_handleTrade`,findings-25,reentracncy,Satisfactory,,,136,1025,S
validation-137,Caller will receive excess ETH from `batchSellShareCred` function,validation-137,invalid,Unsatisfactory,,,137,,U
validation-138,Reentrancy Vulnerability in distribute Function,validation-138,no description of valid attack path,Unsatisfactory,,,138,,U
validation-139,`protocolFee` deduction prevents NFT claim despite sufficient ETH sent,validation-139,invalid,Unsatisfactory,,,139,,U
validation-14,Cred contract has Multiple Calls in a Single Transaction for getBatchBuyPrice function,validation-14,invalid,Unsatisfactory,,,14,,U
validation-140,Claims processed after expiration could lead to unauthorized minting,validation-140,invalid,Unsatisfactory,,,140,,U
validation-141,"Without proper signature validation, unauthorized claims might be processed",validation-141,invalid,Unsatisfactory,,,141,,U
validation-142,Failure to restrict royalties in `CreatorRoyaltiesControl` may result in large losses for users,findings-14,"no cap on royalty, some mentions the way artist can harm user, some not",Satisfactory,,,142,1014,S
validation-143,Signature Is Not Verified Allowing To Use Same Signature Multiple Times For Cred Creation,validation-143,intended behavior,Unsatisfactory,,,143,,U
validation-145,Reentrancy in _handleTrade() Can Lead to Create Cred with Uninitialized values,validation-145,unclear impact,Satisfactory,,,145,145,S
validation-147,processClaim function can return excess ETH to the incorrect address,findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,147,1011,S
validation-148,Missing check on creator address can allow setting arbitrary creator address set resulted steal of creatorFee or potential DOS,validation-494,QA,Satisfactory,,,148,494,S
validation-149,Potential Risk of Unintentional Full Balance Withdrawal in withdraw Function,validation-149,intended behavior,Unsatisfactory,,,149,,U
validation-15,Cred contract has Multiple Calls in a Single Transaction in function getBatchSellPrice,validation-15,invalid,Unsatisfactory,,,15,,U
validation-152,Curator will receive incorrect amount of Ether when selling share cred,validation-152,invalid,Unsatisfactory,,,152,,U
validation-153,Inconsistent Buy and Sell Prices Allow Exploitation,validation-153,invalid,Unsatisfactory,,,153,,U
validation-154,use of msgSender instead of msg.sender,validation-154,no impact,Unsatisfactory,,,154,,U
validation-156,Potential Denial of Service (DoS) Vulnerability in depositBatch Function Due to Optional reasons Parameter,validation-156,insufficient quality,Unsatisfactory,,,156,,U
validation-157, Lack of Recipient Address Verification in depositBatch Function,validation-157,invalid,Unsatisfactory,,,157,,U
validation-159,Report on Potential Vulnerability in withdrawWithSig Function Due to Deadline Handling,validation-159,no impact,Unsatisfactory,,,159,,U
validation-16,Cred contract has Unprotected Function _addCredIdPerAddress,findings-51,visibility,Satisfactory,,,16,1051,S
validation-162,Malicious Actors Can Prevent Share Sales in Cred Contract,findings-51,visibility,Satisfactory,,,162,1051,S
validation-164,Denial of Service (DOS) Vulnerability in Cred Smart Contract's `_addCredIdPerAddress` Function,validation-164,insufficient quality,Unsatisfactory,,,164,,U
validation-165,Reentrancy on `Cred::_createCredInternal` allow cred creator to frontrun early share,findings-49,inconsistent price calc,Satisfactory,,,165,1049,S
validation-166,The adversary can steal the royalty fee by using the credId,validation-166,insufficient quality,Unsatisfactory,,,166,,U
validation-167,Incorrect `endTime` validation during art creation,validation-167,no impact,Unsatisfactory,,,167,,U
validation-168,Invalid time range set in `updateArtSettings()`,validation-168,invalid,Unsatisfactory,,,168,,U
validation-17,Creating Art will revert if Eth sent is greater than create fee,findings-11,and it will revert,Satisfactory,,,17,1011,S
validation-171,Handling of royaltyInfo for Non-Initialized Contracts:,validation-171,insufficient quality,Unsatisfactory,,,171,,U
validation-172,Contract `PhiNFT1155` can't be paused,validation-440,qa,Satisfactory,,,172,440,S
validation-173,Validation in _updateRoyalties function,validation-173,insufficient quality,Unsatisfactory,,,173,,U
validation-174,`PhiFactory::merkleClaim()` is Vulnerable to Replay Attacks Due to Insufficient Validation,validation-174,"intended behavior, no mention of crosschain",Unsatisfactory,,,174,,U
validation-175,`PhiFactory::signatureClaim()` is Vulnerable to Replay Attacks Due to Insufficient Validation,validation-175,"intended behavior, no mention of crosschain",Unsatisfactory,,,175,,U
validation-176,Explicit `receive` but no `withdraw` in `PhiNFT1155`; funds will be stuck,validation-19,qa,Satisfactory,,,176,19,S
validation-177,Rewards can be sweeped pre-maturely because of missing check with closing the reward period.,validation-177,invalid,Unsatisfactory,,,177,,U
validation-178, Reward distribution is still vulnerable to flash loan attacks,findings-25,reentracncy,Satisfactory,,,178,1025,S
validation-179,Attacker will manipulate the PhiRewards contract balance by exploiting the incorrect handling of curator rewards,validation-179,invalid,Unsatisfactory,,,179,,U
validation-18,Anyone outside of Phi ecosystem can benefit from rewards,findings-27,it is not dust,Satisfactory,,,18,1027,S
validation-180,"The `_curve` function in the `BondingCurve` contract contains critical vulnerabilities that could lead to division by zero, overflow, and underflow issues. These vulnerabilities could potentially be exploited to manipulate token prices or cause denial of service.",validation-180,no impact,Unsatisfactory,,,180,,U
validation-181,"The `BondingCurve::getPrice()` function issues could lead to incorrect pricing, potential exploits, and unexpected behavior. ",validation-181,gpt,Unsatisfactory,,,181,,U
validation-183,Missing `verificationType` validation in `signatureClaim()` allows for incorrect claims,validation-183,intended behavior,Unsatisfactory,,,183,,U
validation-185,`PhiFactory::createArt()` is vulnerable to replay attacks due to insufficient validation.,validation-131,replay & lack of validation,Satisfactory,,,185,131,S
validation-186,EIP-1155 standard,validation-186,no impact,Unsatisfactory,,,186,,U
validation-188,Anyone can acquire unlimited Cred,findings-51,visibility,Satisfactory,,,188,1051,S
validation-189,Reentrancy Protection,validation-189,no description of valid attack path,Unsatisfactory,,,189,,U
validation-19,Ether received into PhiNFT1155 contract directly is locked permanently,validation-19,qa,Satisfactory,,,19,19,S
validation-192,Mint protocol fees can not be updated due to an incorrect upper limit,findings-13,incorrect calculation of bp,Satisfactory,,,192,1013,S
validation-193,Buying a share for someone prevents him from selling shares for a lock period,validation-619,grief dos,Satisfactory,,,193,619,S
validation-194,"`PhiFactory.sol:claim` passes only the mint fee, which accumulates ether in the contract and gives opportunity for free mint by anyone",findings-11,and/or steal the excessive fund,Satisfactory,,,194,1011,S
validation-195,User can set his other address as a referral and claim NFT with a discount,validation-195,"ref is used by frontends, intended behavior",Unsatisfactory,,,195,,U
validation-196,Users can claim tokens with the same signature,validation-196,"intended behavior, no mention of crosschain",Unsatisfactory,,,196,,U
validation-197,Curators may receive rewards after a delay because of an inefficient function that consumes a ton of gas to distribute rewards,validation-372,unbounded array lead to unbounded gas,Satisfactory,,,197,372,S
validation-198,Missing `UUPSUpgradeable` initialization may potentially impact upgrades,findings-10,owner cannot call function,Satisfactory,,,198,1010,S
validation-199,Cred.sol :: createCred() a user can create as many Cred as they want within the allowed time range.,validation-199,intended behavior,Unsatisfactory,,,199,,U
validation-20,`SHARE_LOCK_PERIOD` affects existing shares,validation-619,grief dos,Satisfactory,,,20,619,S
validation-201, Missing whenNotPaused modifier in safeBatchTransferFrom and safeTransferFrom,validation-201,no impact,Unsatisfactory,,,201,,U
validation-202,Missing pause modifier on claim and batchClaim(),validation-202,insuficcient quality,Unsatisfactory,,,202,,U
validation-204,"`PhiFactory::claim` Lacks ETH Validation, Leading to Unreturned Funds and Free Mints",findings-11,and/or steal the excessive fund,Satisfactory,,,204,1011,S
validation-205,Users can avoid paying `creatorFee` during minting,findings-11,and/or steal the excessive fund,Satisfactory,,,205,1011,S
validation-206,`CuratorRewardsDistributor::distribute` Results in Unfair Distribution of Curator Rewards,validation-206,"intended behavior, mitigated by sell lock period",Unsatisfactory,,,206,,U
validation-207,Creator fee calculation bypass in `_getCreatorFee` can lead to unexpected fees on zero supply,validation-207,known issue 7,Unsatisfactory,,,207,,U
validation-208,`UUPSUpgradeable` is not initialized in `PhiNFT1155` contract,findings-10,owner cannot call function,Satisfactory,,,208,1010,S
validation-209,The `CuratorRewardsDistributor::distribute()` function contains a lot of loops and may fail to execute if the number of `Curator Addresses` is large.,validation-372,unbounded array lead to unbounded gas,Satisfactory,,,209,372,S
validation-210,Validation to avoid dividing by zero,validation-210,no impact,Unsatisfactory,,,210,,U
validation-211,Signature replay in `signatureClaim` results in unauthorized claiming of rewards,validation-470,chainid is included in sig but not verified,Satisfactory,,,211,470,S
validation-212,reentrancy attack,validation-212,no description of valid attack path,Unsatisfactory,,,212,,U
validation-214,Attacker will bypass signature verification to create malicious creds,validation-214,invalid,Unsatisfactory,,,214,,U
validation-215,`CuratorRewardsDistributor.sol#distribute()` may DOS.,validation-372,unbounded array lead to unbounded gas,Satisfactory,,,215,372,S
validation-216,Attacker will bypass signature verification to create unauthorized creds,validation-216,known issue 5,Unsatisfactory,,,216,,U
validation-217,Unbounded loops in distribute Function in CuratorRewardsDistributor.sol contract,validation-372,unbounded array lead to unbounded gas,Satisfactory,,,217,372,S
validation-218,Unlimited Art Creation for Single Credential Due to Reusable Signature,validation-218,insuficcient quality,Unsatisfactory,,,218,,U
validation-22,"Users can create art with expired signatures, bypassing the intended time restrictions.",validation-22,invalid,Unsatisfactory,,,22,,U
validation-220,Incorrect Fee Handling Prevents Protocol from Updating Fees,findings-13,incorrect calculation of bp,Satisfactory,,,220,1013,S
validation-221,Uncapped `mintFee` allows frontrunning attacks on large buy orders,findings-14,mintfee updated by artist,Satisfactory,,,221,1014,S
validation-222,Refund sent to contract instead of user in `PhiFactory::_processClaim`,findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,222,1011,S
validation-223,Missing ERC165 interface support in `CreatorRoyaltiesControl`,validation-223,ERC165,Satisfactory,,,223,223,S
validation-224,Cred trades succeeds despite priceLimit being 0,validation-224,intended behavior,Unsatisfactory,,,224,,U
validation-225,Creating new NFT contract using `PhiFactory::createArt` would fail if `msg.value` exceed the `artCreateFee` amount,findings-11,and it will revert,Satisfactory,,,225,1011,S
validation-226,Adding new art on existing NFT contract using `PhiFactory::createArt` would fail if `msg.value` exceed the `artCreateFee` amount,findings-11,and it will revert,Satisfactory,,,226,1011,S
validation-228,PhiNFT1155 Contract is Not Upgradeable Due to Missing Upgrade Logic in Factory Contract,findings-10,owner cannot call function,Satisfactory,,,228,1010,S
validation-23,"`CreateArt` Function (where `block.timestamp` is greater than `config.endTime)`, but the function did not revert as expected.",validation-23,invalid,Unsatisfactory,,,23,,U
validation-230,"Whether buying or selling, the SHARE_LOCK_PERIOD check is an important prerequisite",validation-230,intended behavior,Unsatisfactory,,,230,,U
validation-231,Improper Validation in `batchClaim` Function Allows NFT Minting Bypass,validation-231,no impact,Unsatisfactory,,,231,,U
validation-232,Curator can buy shares for themselves without updating their share balance,validation-232,invalid,Unsatisfactory,,,232,,U
validation-233,Missing fallback / receive function will transaction revert on createArt() function call,findings-11,and it will revert,Satisfactory,,,233,1011,S
validation-234,Reentrancy in Cred::buyShareCred allows to bypass Cred::SHARE_LOCK_PERIOD,findings-25,reentracncy,Satisfactory,,,234,1025,S
validation-235,Anyone can call CuratorRewardsDistributor::distribute and claim royalty fee,findings-27,it is not dust,Satisfactory,,,235,1027,S
validation-236,PhiNFT1155.sol does not inherit from IPhiNFT1155Ownable interface,validation-236,no impact,Unsatisfactory,,,236,,U
validation-237,Fees PhiFactory::artCreateFee and PhiFactory::mintProtocolFee are very low,findings-13,incorrect calculation of bp,Satisfactory,,,237,1013,S
validation-238,PhiFactory::claim surplus funds are handled wrong,findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,238,1011,S
validation-239,"`_removeCredIdPerAddress` and `_addCredIdPerAddress` are public, allowing unauthorized manipulation of user credentials",findings-51,visibility,Satisfactory,,,239,1051,S
validation-24,Critical State-Changing Functions Are Marked as Public Instead of Internal or Private,findings-51,visibility,Satisfactory,,,24,1051,S
validation-240,Incorrect Supply Update Allows Manipulation of Cred Shares,validation-240,invalid,Unsatisfactory,,,240,,U
validation-241,`distribute` distribute royaltyFee to `msg.sender` ,findings-27,it is not dust,Satisfactory,,,241,1027,S
validation-242,Changing the protocolFeeDestination in PhiFactory will DoS fee receving in PhiNFT1155,validation-549,qa,Satisfactory,,,242,549,S
validation-243,(Denial of Service) `protocolFeeDestination` may block user actions,validation-243,no impact,Unsatisfactory,,,243,,U
validation-244,Potential for Stuck Eth and underpayment for minting due to improper msg.value check in PhiFactory,findings-11,and/or steal the excessive fund,Satisfactory,,,244,1011,S
validation-245,Potential DoS in Art Creation Due to Predictable `cloneDeterministic` Addresses,validation-245,invalid,Unsatisfactory,,,245,,U
validation-246,`PhiFactory::setProtocolFee` and `PhiFactory::setArtCreateFee` Misinterpret Fee Parameters as Percentages Instead of Absolute Values,findings-13,incorrect calculation of bp,Satisfactory,,,246,1013,S
validation-248,The protocol is handling unsafe the `createCred` signature allowing an attacker to drain funds,validation-248,invalid,Unsatisfactory,,,248,,U
validation-249,`distribute` function can be DoS because curators array can grow indefinitely,validation-372,unbounded array lead to unbounded gas,Satisfactory,,,249,372,S
validation-25,"Anyone can create art with expired signatures, bypassing the intended time restriction.",validation-25,invalid,Unsatisfactory,,,25,,U
validation-250,"Attacker can front run the `createArt` function and change the config,",validation-131,"frontrun, it is permissionless but 'artist' should be verified",Satisfactory,,,250,131,S
validation-251,`signatureClaim()` is vulnerable to signature replay,validation-251,"intended behavior, no mention of crosschain",Unsatisfactory,,,251,,U
validation-252,`updateRoyalty` is not distributing first before update the `withdrawRoyalty`,validation-252,qa,Satisfactory,,,252,252,S
validation-255,"When using initialize, you need to call the initialize method in each Base contract yourself.",validation-255,insufficient quality,Unsatisfactory,,,255,,U
validation-257,Unchecked output of the ECDSA recover function,validation-257,insufficient quality,Unsatisfactory,,,257,,U
validation-259,Lack of `credData` validation during Art initialization may result in potential issues,validation-259,"qa, known issue 7",Unsatisfactory,,,259,,U
validation-260,No array length check in _validateAndCalculateBatch,validation-369,no impact,Unsatisfactory,,,260,369,U
validation-261,contractURI in PhiFactory.sol will revert when nftAddress is equal to zero,validation-261,no impact,Unsatisfactory,,,261,,U
validation-262,Anyone can call distribute in CuratorRewardsDistributor.sol to receive royaltyfee,findings-27,it is not dust,Satisfactory,,,262,1027,S
validation-263,No arraay length check in _executeBatchTrade.,validation-263,invalid,Unsatisfactory,,,263,,U
validation-264,Missing limit about protocolFee and artCreateFee when the PhiFactory contract first initialize,validation-264,no impact,Unsatisfactory,,,264,,U
validation-265,wrong implement of getPositionsForCurator,validation-95,it will revert?,Satisfactory,,,265,95,S
validation-266,wrong implement of getCredBuyPrice,validation-266,invalid,Unsatisfactory,,,266,,U
validation-267,updateArtSettings should be having  whenNotPaused,validation-376,qa,Satisfactory,,,267,376,S
validation-268,"use address(this) instead of ""this""  in claim.",validation-268,invalid,Unsatisfactory,,,268,,U
validation-269,Potential for Reward Misattribution in `handleRewardsAndGetValueSent` due to lack of access control and artId and credId correlation check,validation-269,no impact,Unsatisfactory,,,269,,U
validation-27,PhiFactory contract has faulty nonReentrant Modifier Implementation,validation-27,invalid,Unsatisfactory,,,27,,U
validation-270,PhiRewards should have a widhraw function as its payable.,validation-270,no impact,Unsatisfactory,,,270,,U
validation-271,Minter status incorrectly updated when mint fails in art contract,validation-271,invalid,Unsatisfactory,,,271,,U
validation-272,distribute should revert when userRewards is zero.,validation-272,no impact,Unsatisfactory,,,272,,U
validation-273,Missing access control on `PhiRewards::handleRewardsAndGetValueSent` makes the event `RewardsDeposit` can maliciously emitted,validation-273,no impact,Unsatisfactory,,,273,,U
validation-275,In getPriceData  we doesnot check whether credId_ exist.,validation-275,no impact,Unsatisfactory,,,275,,U
validation-276,updateRoyalties shhould be called when whenNotPaused.,validation-376,qa,Satisfactory,,,276,376,S
validation-277,wrong implement of withdrawFor.,validation-277,intended behavior,Unsatisfactory,,,277,,U
validation-278,_updateCuratorShareBalance  does not reduce share balance but instead increase share balance,validation-278,invalid,Unsatisfactory,,,278,,U
validation-28,PhiFactory contract has claim Function mishandling of Decompressed Data,validation-28,invalid,Unsatisfactory,,,28,,U
validation-280,Incorrect Minter Status Update in PhiFactory Contract,validation-280,invalid,Unsatisfactory,,,280,,U
validation-281,Malicious attacker can deny a curator from calling sellShareCred() succesfully,validation-619,grief dos,Satisfactory,,,281,619,S
